2.656846871124826648e-02,4.577682279605987253e-02,6.000976770662512505e-02,7.239801795301722964e-02,8.073106131931029328e-02,9.633993890953304606e-02,1.139892809512940974e-01,1.521527774241528130e-01,2.405130901768750273e-01
2.745252340416628328e-02,4.751789590514508138e-02,6.372830711511866253e-02,7.440877728368640309e-02,8.713646056010107555e-02,1.000386128814067244e-01,1.185623624342766746e-01,1.557757051216488997e-01,3.068417383064583337e-01
2.552921141466029178e-02,4.558481246115054369e-02,5.813314130193454610e-02,7.736194023363777983e-02,8.776264587520786475e-02,1.026878569839036331e-01,1.200772525563855164e-01,1.493953487875636643e-01,2.686033579077330979e-01
2.351388952758673087e-02,4.094986575813928942e-02,5.804394566587991328e-02,6.993039556530269985e-02,8.187127617536142654e-02,9.712338840204060020e-02,1.254563534676514103e-01,1.801888079589583913e-01,3.188482035482589905e-01
2.414098160428321607e-02,4.781172902104163097e-02,6.342836507137512847e-02,7.542776463625039396e-02,8.947301723816278307e-02,1.036668214891989515e-01,1.248139079762902309e-01,2.153738558971309280e-01,4.113254819520869576e-01
2.563447369772552803e-02,4.157379823998366003e-02,6.189680142139035446e-02,7.276200336349902820e-02,8.288494900485603167e-02,1.025745708187188326e-01,1.198951634499911684e-01,1.513674044631485582e-01,3.040087363721725722e-01
2.482925322046592581e-02,4.466980790606966956e-02,6.100965519902278034e-02,7.641828875770721730e-02,9.020221017226320859e-02,1.086122963652249862e-01,1.305787316688802602e-01,1.637799942347338555e-01,2.739672535496118222e-01
2.842390139829877038e-02,4.646649651445773632e-02,5.922557899792382785e-02,7.063784794516780874e-02,8.405716268265656099e-02,1.013172552532750764e-01,1.189011217767287631e-01,1.867584262657072669e-01,3.294870311348105929e-01
2.532880885171607394e-02,4.502704212739987166e-02,5.965344132010581141e-02,7.150511585185104213e-02,8.946565590331534423e-02,1.060894464756139688e-01,1.378718341068009279e-01,1.711799892984093296e-01,3.665802932140002635e-01
2.714138787046569551e-02,4.297211448049434446e-02,5.761363006235782624e-02,7.187350310018519872e-02,8.631326960605639753e-02,9.605271825924352469e-02,1.134134133587097332e-01,1.579700629444546756e-01,3.609153296917932963e-01
