1.221284998466174582e-01,2.187384600071343443e-01,2.809380971253648829e-01,3.291029410080134610e-01,3.716626520500903030e-01,4.133137101040390005e-01,4.518034189409776968e-01,4.867748903590644050e-01,5.208010822677073826e-01
1.249583985205067194e-01,2.159698576805645642e-01,2.787834376920618751e-01,3.300264140112231792e-01,3.744216882686045023e-01,4.149663343921267677e-01,4.526963671679661294e-01,4.849757932368132796e-01,5.215769954063442793e-01
1.257346521218736246e-01,2.188967971014811054e-01,2.817315182897422443e-01,3.328069086758204120e-01,3.774621890782636768e-01,4.180030313042387702e-01,4.530026138013054648e-01,4.878226416073444538e-01,5.225327160166407525e-01
1.239554037840335798e-01,2.166537733908145691e-01,2.794297817151323304e-01,3.285386050913863820e-01,3.748007238310362976e-01,4.152849258005008037e-01,4.506152841187124336e-01,4.874621574423869674e-01,5.212697309474596530e-01
1.257449420300136289e-01,2.157006385215458344e-01,2.789345845514618616e-01,3.285090270169191973e-01,3.731744789153848552e-01,4.142529755712157646e-01,4.516586712387050118e-01,4.860379798259620299e-01,5.237021674408982586e-01
1.267323195847114281e-01,2.194535103664584930e-01,2.819987416325919205e-01,3.321735187454372129e-01,3.762894905999567552e-01,4.177839426321728888e-01,4.536590902405575609e-01,4.889596269455162014e-01,5.229596704686112485e-01
1.282964970244929170e-01,2.150590337344980008e-01,2.774564981676907460e-01,3.275309253167005274e-01,3.743068990190326906e-01,4.149518517001500872e-01,4.516086136632963544e-01,4.859567851973863317e-01,5.205924468975049457e-01
1.263402992858823348e-01,2.152257143924506677e-01,2.748839825385339108e-01,3.276080502836857811e-01,3.717656819726524731e-01,4.136411232312247055e-01,4.506339533054219415e-01,4.863242011878904369e-01,5.236905254371546636e-01
1.226823238411174910e-01,2.164269775810843122e-01,2.789503786361312576e-01,3.312850953725406944e-01,3.747086700976763329e-01,4.157515763607040893e-01,4.518523242904614046e-01,4.877577465292900483e-01,5.221673202202387065e-01
1.240572806649871129e-01,2.154127876566701016e-01,2.792949515727485288e-01,3.289894474937714031e-01,3.740930907674900330e-01,4.160429393390580599e-01,4.528235483775199244e-01,4.892224448597650155e-01,5.234872045826753917e-01
