3.287085407395810149e-02,3.548999090984314431e-02,3.716453568949521641e-02,3.897364938924781363e-02,4.116468699947314902e-02,4.524341095904959448e-02,4.949713458157065094e-02,6.400229609744935433e-02,8.932572642830989562e-02
3.152350020008861525e-02,3.323852665824535146e-02,3.093388855077296162e-02,3.876096006179084036e-02,4.081167393108534741e-02,4.459255961170029148e-02,5.475212685345579033e-02,6.362736144678796113e-02,8.525998402870214876e-02
2.904394086935756930e-02,3.369982108415613825e-02,3.403234038213309026e-02,3.228577094510030887e-02,3.969888250033890009e-02,4.595047215791554784e-02,5.422641384993735075e-02,6.430335576540167908e-02,8.949619153077127687e-02
2.787612231116757752e-02,3.349013000894466435e-02,3.617863007436422640e-02,3.996712731771860649e-02,4.461146843229589487e-02,5.044291150482400898e-02,5.620869603238065615e-02,6.317235613798824478e-02,8.530729784707427599e-02
3.213122390329537642e-02,3.317104937731960024e-02,3.573463166372480015e-02,3.728527671320958081e-02,4.106033919145320871e-02,4.668149014328750596e-02,5.263108040590384895e-02,6.776868759490717320e-02,8.510637905361394251e-02
3.164623874328909708e-02,2.886012370879651595e-02,3.236706056858972697e-02,4.032988831807050867e-02,4.422723989153285601e-02,4.950585138729369367e-02,5.588077595776873990e-02,6.660409605252110010e-02,8.697679644074794714e-02
2.740873859267758603e-02,3.261587873910240520e-02,3.417508220610487868e-02,3.905067901267009201e-02,4.192903341405470469e-02,4.199277308987615226e-02,4.941984997062075224e-02,6.037821357878502687e-02,9.104903339934604378e-02
3.122170294375948077e-02,3.405325799336451215e-02,3.147327193249960936e-02,3.925976758198466976e-02,4.007706992296258125e-02,4.576498559586597570e-02,5.309173707777001955e-02,6.158139242240744798e-02,8.826100144409573800e-02
3.105153228351767089e-02,3.296675532774222955e-02,3.675395188426415494e-02,3.988513926367037721e-02,3.744704435411943394e-02,4.233713150632874983e-02,5.092032923845577624e-02,6.043834782191771782e-02,8.996955072380587171e-02
3.054634254421606521e-02,3.426289147861930756e-02,2.968262906996469580e-02,3.025524031986025902e-02,3.655818225407792693e-02,4.168088430397793448e-02,4.639416007129817249e-02,5.693533682346407082e-02,8.266649182099110316e-02
